SID:020,2,FULS1B,RW20, , , , ,    , ,   ,CD, ,TDK,UA,D, ,      ,    ,    ,2010,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,FULS1B,RW20, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0610,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,FULS1B,RW20,FULSA,UA,E,A,EE  , ,   ,CF, ,TDK,UA,D, ,      ,0211,0352,0210,0350,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDIL1A,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0210,    ,+,03200,     ,10000, ,   ,    ,   ,TDK,UA,D, ,A, , , ;
SID:020,2,IDIL1A,RW02, , , , ,    , ,   ,CD, ,TDK,UA,D, ,      ,    ,    ,0210,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDIL1A,RW02, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IDIL1A,RW02,IDILI,UA,E,A,EE  , ,   ,CF, ,TDK,UA,D, ,      ,1987,0330,1980,0350,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDIL1B,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2010,    ,+,03400,     ,10000, ,   ,    ,   ,TDK,UA,D, ,A, , , ;
SID:020,2,IDIL1B,RW20, , , , ,    , ,   ,CD, ,TDK,UA,D, ,      ,    ,    ,2010,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDIL1B,RW20,IDILI,UA,E,A,EE  , ,   ,CF, ,TDK,UA,D, ,      ,1987,0330,1980,0280,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KEZU1A,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0210,    ,+,03200,     ,10000, ,   ,    ,   ,TDK,UA,D, ,A, , , ;
SID:020,2,KEZU1A,RW02, , , , ,    , ,   ,CD, ,TDK,UA,D, ,      ,    ,    ,0210,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KEZU1A,RW02, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KEZU1A,RW02,KEZUT,UA,E,A,EEC , ,   ,CF, ,TDK,UA,D, ,      ,0464,0351,0460,0230,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KEZU1B,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2010,    ,+,03400,     ,10000, ,   ,    ,   ,TDK,UA,D, ,A, , , ;
SID:020,2,KEZU1B,RW20, , , , ,    , ,   ,CD, ,TDK,UA,D, ,      ,    ,    ,2010,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KEZU1B,RW20, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0860,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KEZU1B,RW20,KEZUT,UA,E,A,EEC , ,   ,CF, ,TDK,UA,D, ,      ,0464,0351,0460,0380,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KONA1A,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0210,    ,+,03200,     ,10000, ,   ,    ,   ,TDK,UA,D, ,A, , , ;
SID:020,2,KONA1A,RW02, , , , ,    , ,   ,CD, ,TDK,UA,D, ,      ,    ,    ,0210,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KONA1A,RW02, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KONA1A,RW02,KONAT,UA,E,A,EEC , ,   ,CF, ,TDK,UA,D, ,      ,3042,0342,3040,0220,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KONA1B,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2010,    ,+,03400,     ,10000, ,   ,    ,   ,TDK,UA,D, ,A, , , ;
SID:020,2,KONA1B,RW20, , , , ,    , ,   ,CD, ,TDK,UA,D, ,      ,    ,    ,2010,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KONA1B,RW20, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KONA1B,RW20,KONAT,UA,E,A,EEC , ,   ,CF, ,TDK,UA,D, ,      ,3042,0342,3040,0240,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NONK1A,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0210,    ,+,03200,     ,10000, ,   ,    ,   ,TDK,UA,D, ,A, , , ;
SID:020,2,NONK1A,RW02, , , , ,    , ,   ,CD, ,TDK,UA,D, ,      ,    ,    ,0210,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NONK1A,RW02, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1460,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NONK1A,RW02,NONKE,UA,E,A,EE  , ,   ,CF, ,TDK,UA,D, ,      ,1865,0330,1860,0370,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NONK1B,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2010,    ,+,03400,     ,10000, ,   ,    ,   ,TDK,UA,D, ,A, , , ;
SID:020,2,NONK1B,RW20, , , , ,    , ,   ,CD, ,TDK,UA,D, ,      ,    ,    ,2010,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NONK1B,RW20,NONKE,UA,E,A,EE  , ,   ,CF, ,TDK,UA,D, ,      ,1865,0330,1830,0290,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,FINO1E,RW02,FINON,UA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,FINO1E,RW02,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,FINO1F,RW20,FINON,UA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,FINO1F,RW20,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,FULS1E,RW02,FULSA,UA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,FULS1E,RW02,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,FULS1F,RW20,FULSA,UA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,FULS1F,RW20,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,IDIL1E,RW02,IDILI,UA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,IDIL1E,RW02,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,IDIL1F,RW20,IDILI,UA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,IDIL1F,RW20,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KEZU1E,RW02,KEZUT,UA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,KEZU1E,RW02,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KEZU1F,RW20,KEZUT,UA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,KEZU1F,RW20,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KONA1E,RW02,KONAT,UA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,KONA1E,RW02,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KONA1F,RW20,KONAT,UA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,KONA1F,RW20,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,NONK1E,RW02,NONKE,UA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,NONK1E,RW02,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,NONK1F,RW20,NONKE,UA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,TDK,UA,D, ,A, , , ;
STAR:020,2,NONK1F,RW20,TDK,UA,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D02-Y,BATEG,BATEG,UA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D02-Y,BATEG,AMABU,UA,P,C,EE B, ,   ,CF, ,TDK,UA,D, ,      ,2007,0097,1110,0054,+,04400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D02-Y, ,AMABU,UA,P,C,E  I, ,   ,IF, ,TDK,UA,D, ,      ,2007,0097,    ,    ,+,04400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D02-Y, ,FD02,UA,P,C,E  F, ,   ,CF, ,TDK,UA,D, ,      ,2012,0048,0210,0049,+,03600,     ,     , ,   ,    ,   ,TDK,UA,D, ,A,0, ,S;
APPCH:030,D,D02-Y, ,TDK,UA,D, ,V  M, ,   ,CF, ,TDK,UA,D, ,      ,0000,0000,0210,0048, ,02077,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D02-Y, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0210,    ,+,03300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D02-Y, , , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0210,    , ,04700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D02-Z,TDK1,TDK,UA,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,200,    ,   , , , , , ,0, ,S;
APPCH:020,A,D02-Z,TDK1,TDK,UA,D, ,V   , ,   ,FD, ,TDK,UA,D, ,      ,0000,0000,2200,0095,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D02-Z,TDK1,CD02,UA,P,C,EE  ,L,   ,CF,Y,TDK,UA,D, ,      ,2010,0095,0210,0010,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D02-Z,TDK2,TDK,UA,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,140,    ,   , , , , , ,0, ,S;
APPCH:020,A,D02-Z,TDK2,TDK,UA,D, ,V   , ,   ,FD, ,TDK,UA,D, ,      ,0000,0000,2110,0095,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D02-Z,TDK2,CD02,UA,P,C,EE  ,L,   ,CF,Y,TDK,UA,D, ,      ,2010,0095,0210,0010,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D02-Z, ,CD02,UA,P,C,E  I, ,   ,IF, ,TDK,UA,D, ,      ,2010,0095,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D02-Z, ,FD02,UA,P,C,E  F, ,   ,CF, ,TDK,UA,D, ,      ,2012,0048,0210,0047,+,03600,     ,     , ,   ,    ,   ,TDK,UA,D, ,A,0, ,S;
APPCH:030,D,D02-Z, ,TDK,UA,D, ,V  M, ,   ,CF, ,TDK,UA,D, ,      ,0000,0000,0210,0048, ,02077,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D02-Z, ,TDK,UA,D, ,V M , ,   ,FD, ,TDK,UA,D, ,      ,0000,0000,0210,0072,+,03300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D02-Z, ,TDK,UA,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04300,     ,     ,-,240,    ,   , , , , , ,0, ,S;
APPCH:010,A,D20-Y,NASMO,NASMO,UA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D20-Y,NASMO,ANIDU,UA,P,C,EE B, ,   ,CF, ,TDK,UA,D, ,      ,0213,0120,1110,0054,+,04400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D20-Y, ,ANIDU,UA,P,C,E  I, ,   ,IF, ,TDK,UA,D, ,      ,0213,0120,    ,    ,+,04400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D20-Y, ,FD20,UA,P,C,E  F, ,   ,CF, ,TDK,UA,D, ,      ,0212,0070,2010,0050,+,03600,     ,     , ,   ,    ,   ,TDK,UA,D, ,A,0, ,S;
APPCH:030,D,D20-Y, ,RW20,UA,P,G,G  M, ,   ,CF, ,TDK,UA,D, ,      ,0229,0019,2010,0051, ,01994,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D20-Y, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2010,    ,+,03300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D20-Y, , , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2010,    , ,04700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D20-Z,TDK1,TDK,UA,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,200,    ,   , , , , , ,0, ,S;
APPCH:020,A,D20-Z,TDK1,TDK,UA,D, ,V   , ,   ,FD, ,TDK,UA,D, ,      ,0000,0000,0050,0120,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D20-Z,TDK1,CD20,UA,P,C,EE  ,R,   ,CF,Y,TDK,UA,D, ,      ,0210,0120,2010,0010,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D20-Z,TDK2,TDK,UA,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,140,    ,   , , , , , ,0, ,S;
APPCH:020,A,D20-Z,TDK2,TDK,UA,D, ,V   , ,   ,FD, ,TDK,UA,D, ,      ,0000,0000,0130,0120,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D20-Z,TDK2,CD20,UA,P,C,EE  ,R,   ,CF,Y,TDK,UA,D, ,      ,0210,0120,2010,0010,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D20-Z, ,CD20,UA,P,C,E  I, ,   ,IF, ,TDK,UA,D, ,      ,0210,0120,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D20-Z, ,FD20,UA,P,C,E  F, ,   ,CF, ,TDK,UA,D, ,      ,0212,0070,2010,0050,+,03600,     ,     , ,   ,    ,   ,TDK,UA,D, ,A,0, ,S;
APPCH:030,D,D20-Z, ,RW20,UA,P,G,G  M, ,   ,CF, ,TDK,UA,D, ,      ,0229,0019,2010,0051, ,01994,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D20-Z, ,RW20,UA,P,G,G M , ,   ,FD, ,TDK,UA,D, ,      ,0229,0019,2010,0050,+,03300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D20-Z, ,TDK,UA,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04300,     ,     ,-,240,    ,   , , , , , ,0, ,S;
RWY:RW02 ,+0200,      ,01926, ,    , ,   ;N45063779,E078260377,0000;
RWY:RW20 ,-0200,      ,01944, ,    , ,   ;N45080499,E078270428,0000;
