STAR:020,5,GN14A1,RW35,GN002,HA,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GN14A2,RW35,GN014,HA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,GN14A2,RW35,GN001,HA,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GN14A3,RW35,GN014,HA,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,GN14A3,RW35,GN003,HA,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R35-Y,GN001,GN001,HA,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R35-Y,GN001,GN004,HA,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R35-Y,GN002,GN002,HA,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R35-Y,GN002,GN004,HA,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R35-Y,GN003,GN003,HA,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R35-Y,GN003,GN004,HA,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R35-Y, ,GN004,HA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R35-Y, ,GN005,HA,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,3470,0050, ,09300,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,R,R35-Y, ,GN006,HA,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,3470,0060, ,07526,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R35-Y, , , , , ,  M ,L,   ,CI,Y, , , , ,      ,    ,    ,1960,    , ,     ,     ,     ,-,185,    ,   , , , , , ,B,J,S;
APPCH:050,R,R35-Y, ,GN001,HA,P,C,E   , ,   ,CF, ,BDR,HA,D, ,      ,0141,0358,1510,0190, ,12500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R35-Y, ,GN001,HA,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,3470,T010,+,12500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW17 ,     ,      ,06516, ,    , ,   ;N12315641,E037255447,0000;
RWY:RW35 ,+2000,      ,06366, ,    , ,   ;N12302738,E037261074,0000;
