STAR:020,2,NABE1T,ALL,D268Q,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,NABE2S,ALL,NABEX,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LAR,OI,D, , , , , ;
STAR:020,2,NABE2S,ALL,D197L,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,NABE2S,ALL,LAR,OI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ROTA2Q,ALL,ROTAL,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LAR,OI,D, , , , , ;
STAR:020,2,ROTA2Q,ALL,LAR,OI,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ROTA2Q,ALL,D088O,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ROTA2R,ALL,ROTAL,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LAR,OI,D, , , , , ;
STAR:020,2,ROTA2R,ALL,LAR,OI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ROTA2S,ALL,ROTAL,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LAR,OI,D, , , , , ;
STAR:020,2,ROTA2S,ALL,D268Q,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D09,D268Q,D268Q,OI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08200,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,D09,D268Q,D268N,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D09,D268Q,CD09,OI,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D09, ,CD09,OI,P,C,E  I, ,   ,IF, ,LAR,OI,D, ,      ,2680,0120,    ,    ,+,06100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:015,D,D09, ,VOR10,OI,P,C,E S , ,   ,CF, ,LAR,OI,D, ,      ,2680,0100,0880,0020,+,05600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D09, ,FD09,OI,P,C,E  F, ,   ,CF, ,LAR,OI,D, ,      ,2680,0070,0880,0030,+,04400,     ,     , ,   ,-377,   ,LAR,OI,D, , ,0, ,S;
APPCH:025,D,D09, ,50VOR,OI,P,C,E S , ,   ,CF, ,LAR,OI,D, ,      ,2680,0050,0880,0020,+,03700,     ,     , ,   ,-331,   , , , , , ,0, ,S;
APPCH:030,D,D09, ,MD09,OI,P,C,E  M, ,   ,CF, ,LAR,OI,D, ,      ,2680,0030,0880,0020, ,02995,     ,     , ,   ,-331,   , , , , , ,0, ,S;
APPCH:040,D,D09, ,LAR,OI,D, ,V M , ,   ,CF, ,LAR,OI,D, ,      ,0000,0000,0880,0030, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D09, ,D088O,OI,P,C,E   , ,   ,CF, ,LAR,OI,D, ,      ,0880,0150,0880,0150, ,08500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D09, ,D088O,OI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2680,T010,-,FL200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D27-Y,LAR,LAR,OI,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,D27-Y,LAR,D088O,OI,P,C,E   , ,   ,CF, ,LAR,OI,D, ,      ,0880,0150,0880,0150, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D27-Y,LAR,D088O,OI,P,C,EY  , ,   ,FC, ,LAR,OI,D, ,      ,0880,0150,0430,0043, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D27-Y,LAR,D088O,OI,P,C,E  B,R,   ,CF,Y,LAR,OI,D, ,      ,0880,0150,2680,0050,+,08000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D27-Y,LAR,FD27,OI,P,C,EE  , ,   ,CF, ,LAR,OI,D, ,      ,0880,0100,2680,0050,+,06500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D27-Y, ,FD27,OI,P,C,E  F, ,   ,IF, ,LAR,OI,D, ,      ,0880,0100,    ,    ,+,06500,     ,     , ,   ,    ,   ,LAR,OI,D, , ,0, ,S;
APPCH:023,D,D27-Y, ,60VOR,OI,P,C,E S , ,   ,CF, ,LAR,OI,D, ,      ,0880,0060,2680,0040,+,05100,     ,     , ,   ,-334,   , , , , , ,0, ,S;
APPCH:026,D,D27-Y, ,35VOR,OI,P,C,E S , ,   ,CF, ,LAR,OI,D, ,      ,0880,0035,2680,0025,+,04200,     ,     , ,   ,-334,   , , , , , ,0, ,S;
APPCH:030,D,D27-Y, ,LAR,OI,D, ,V  M, ,   ,CF, ,LAR,OI,D, ,      ,0000,0000,2680,0035, ,02972,     ,     , ,   ,-334,   , , , , , ,0, ,S;
APPCH:040,D,D27-Y, ,LAR,OI,D, ,V M , ,   ,FA, ,LAR,OI,D, ,      ,0000,0000,2700,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D27-Y, ,LAR,OI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D27-Y, ,LAR,OI,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0880,T010,+,09000,     ,     ,-,220,    ,   , , , , , ,0, ,S;
APPCH:010,A,D27-Z,D088O,D088O,OI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08500,     ,     ,-,220,    ,   , , , , , ,0, ,S;
APPCH:020,A,D27-Z,D088O,FD27,OI,P,C,EE  , ,   ,CF, ,LAR,OI,D, ,      ,0880,0100,2680,0050,+,06500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D27-Z, ,FD27,OI,P,C,E  F, ,   ,IF, ,LAR,OI,D, ,      ,0880,0100,    ,    ,+,06500,     ,     , ,   ,    ,   ,LAR,OI,D, , ,0, ,S;
APPCH:023,D,D27-Z, ,60VOR,OI,P,C,E S , ,   ,CF, ,LAR,OI,D, ,      ,0880,0060,2680,0040,+,05100,     ,     , ,   ,-334,   , , , , , ,0, ,S;
APPCH:026,D,D27-Z, ,35VOR,OI,P,C,E S , ,   ,CF, ,LAR,OI,D, ,      ,0880,0035,2680,0025,+,04200,     ,     , ,   ,-334,   , , , , , ,0, ,S;
APPCH:030,D,D27-Z, ,LAR,OI,D, ,V  M, ,   ,CF, ,LAR,OI,D, ,      ,0000,0000,2680,0035, ,02972,     ,     , ,   ,-334,   , , , , , ,0, ,S;
APPCH:040,D,D27-Z, ,LAR,OI,D, ,V M , ,   ,FA, ,LAR,OI,D, ,      ,0000,0000,2700,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D27-Z, ,LAR,OI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D27-Z, ,D088O,OI,P,C,E   , ,   ,CF, ,LAR,OI,D, ,      ,0880,0150,0880,0150, ,08500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D27-Z, ,D088O,OI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2680,T010,-,FL200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,NDMA,D086T,D086T,OI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NDMA,D086T,CQ266,OI,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,Q,NDMA, ,CQ266,OI,P,C,E  I, ,   ,IF, ,LAR,OI,D,B,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,Q,NDMA, ,FQ266,OI,P,C,E  F, ,   ,CF, ,LAR,OI,D,B,      ,    ,    ,2660,0050,+,06300,     ,     , ,   ,    ,   ,LAR,OI,D, , ,0, ,C;
APPCH:030,Q,NDMA, ,LAR,OI,D,B,E  M, ,   ,CF, ,LAR,OI,D, ,      ,    ,0021,2660,0100, ,06300,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,Q,NDMA, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2730,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,Q,NDMA, ,LAR,OI,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,Q,NDMA, ,D086T,OI,P,C,E   , ,   ,CF, ,LAR,OI,D, ,      ,0869,0180,0860,0201, ,08500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:070,Q,NDMA, ,D086T,OI,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,2660,T010,-,FL140,     ,     ,-,220,    ,   , , , , , ,0, ,C;
APPCH:010,A,Q09,D279P,D279P,OI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,Q09,D279P,CQ09,OI,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,Q,Q09, ,CQ09,OI,P,C,E  I, ,   ,IF, ,LAR,OI,D,B,      ,    ,    ,    ,    ,+,05700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,Q,Q09, ,FQ09,OI,P,C,E  F, ,   ,CF, ,LAR,OI,D,B,      ,    ,    ,0990,0050,+,04500,     ,     , ,   ,    ,   ,LAR,OI,D, , ,0, ,S;
APPCH:030,Q,Q09, ,MQ09,OI,P,C,EY M, ,   ,CF, ,LAR,OI,D, ,      ,    ,0030,0990,0051, ,02957,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,Q,Q09, ,LAR,OI,D,B,E M , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,Q,Q09, ,D086T,OI,P,C,E   , ,   ,CF, ,LAR,OI,D, ,      ,0869,0180,0860,0201, ,08500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,Q,Q09, ,D086T,OI,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,2660,T010,-,FL140,     ,     ,-,220,    ,   , , , , , ,0, ,S;
RWY:RW09 ,-0180,      ,02643, ,    , ,   ;N27402886,E054222986,2461;
RWY:RW27 ,+0180,      ,02624, ,    , ,   ;N27403007,E054235811,0000;
