STAR:020,2,MASPO1,RW12,MASPO,SP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,MASPO1,RW12,OAS,SP,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PUNUD1,RW12,PUNUD,SP,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   ,OAS,SP,D, , , , , ;
STAR:020,2,PUNUD1,RW12,OSUBU,SP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,PUNUD1,RW12,OAS,SP,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D12,OAS,OAS,SP,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D12,OAS,OAS,SP,D, ,V   , ,   ,FD, ,OAS,SP,D, ,      ,0000,0000,2840,0060,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D12,OAS,EGAKO,SP,P,C,EEC ,R,   ,CF,Y,OAS,SP,D, ,      ,3026,0048,1230,0022,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D12, ,EGAKO,SP,P,C,E CF, ,   ,IF, ,OAS,SP,D, ,      ,3026,0048,    ,    ,+,02400,     ,     , ,   ,    ,   ,OAS,SP,D, , ,0, ,S;
APPCH:030,D,D12, ,OAS,SP,D, ,V  M, ,   ,CF, ,OAS,SP,D, ,      ,0000,0000,1230,0048, ,00845,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D12, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,1230,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D12, ,OAS,SP,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D12, ,OAS,SP,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,2840,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,N12,OAS,OAS,SP,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,150,    ,   , , , , , ,0, ,S;
APPCH:020,A,N12,OAS,OAS,SP,D,B,EY  , ,   ,FC, ,OAS,SP,D, ,      ,1317,0017,3240,0063,+,02100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N12,OAS,FN12,SP,P,C,EE  ,L,   ,CF,Y,OAS,SP,D, ,      ,3078,0039,1290,0007, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N12, ,FN12,SP,P,C,E  F, ,   ,IF, ,OAS,SP,D,B,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   ,OAS,SP,D,B, ,0, ,S;
APPCH:030,N,N12, ,RW12,SP,P,G,G  M, ,   ,CF, ,OAS,SP,D,B,      ,    ,    ,1290,0042, ,00778,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N12, ,OAS,SP,D,B,EYM , ,   ,CF, ,OAS,SP,D, ,      ,1317,0017,1290,0015, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N12, , , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1290,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N12, ,OAS,SP,D,B,E   ,E,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,N,N12, ,OAS,SP,D,B,EE H,L,   ,HM, , , , , ,      ,    ,    ,3240,T010, ,     ,     ,     ,-,180,    ,   , , , , , ,0, ,S;
RWY:RW12 ,+0350,      ,00728, ,    , ,   ;S02472979,W076282891,0000;
RWY:RW30 ,     ,      ,00728, ,    , ,   ;S02480220,W076273060,0000;
