SID:010,4,UREB2R,RW22R,DR22R,LT,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,10000,-,310,    ,   ,LTAO,LT,P,A, , , , ;
SID:020,4,UREB2R,RW22R,AO117,LT,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     ,-,310,    ,   , , , , , , , , ;
SID:015,5,UREB2R, ,AO117,LT,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,10000,-,310,    ,   ,LTAO,LT,P,A, , , , ;
SID:020,5,UREB2R, ,AO118,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     ,-,310,    ,   , , , , , , , , ;
SID:040,5,UREB2R, ,UREBO,LT,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     ,-,310,    ,   , , , , , , , , ;
STAR:010,5,ASKE1G,RW22R,ASKER,LT,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   ,LTAO,LT,P,A, , , , ;
STAR:020,5,ASKE1G,RW22R,BEKVO,LT,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,10000,     ,-,250,    ,   , , , , , , , , ;
STAR:010,5,DIGI1G,RW22R,DIGIL,LT,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL180,FL120,     , ,   ,    ,   ,LTAO,LT,P,A, , , , ;
STAR:020,5,DIGI1G,RW22R,ASKER,LT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,DIGI1G,RW22R,BEKVO,LT,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,10000,     ,-,250,    ,   , , , , , , , , ;
STAR:010,5,OKUD1G,RW22R,OKUDU,LT,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL200,FL120,     , ,   ,    ,   ,LTAO,LT,P,A, , , , ;
STAR:020,5,OKUD1G,RW22R,ASKER,LT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,OKUD1G,RW22R,BEKVO,LT,P,C,EE  ,R,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,10000,     ,-,250,    ,   , , , , , , , , ;
STAR:010,5,OKUD1H,RW22R,OKUDU,LT,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL200,FL120,     , ,   ,    ,   ,LTAO,LT,P,A, , , , ;
STAR:020,5,OKUD1H,RW22R,ROLMU,LT,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,10000,     ,-,250,    ,   , , , , , , , , ;
STAR:010,5,OKUD1K,RW22R,OKUDU,LT,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL200,FL120,     , ,   ,    ,   ,LTAO,LT,P,A, , , , ;
STAR:020,5,OKUD1K,RW22R,BEKVO,LT,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,10000,     ,-,250,    ,   , , , , , , , , ;
STAR:010,5,RASV1M,ALL,RASVA,LT,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL255,FL130,     , ,   ,    ,   ,LTAO,LT,P,A, , , , ;
STAR:020,5,RASV1M,ALL,AO333,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,RASV1M,ALL,EMPAV,LT,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL110,     ,-,250,    ,   , , , , , , , , ;
STAR:010,5,RASV1N,ALL,RASVA,LT,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL255,FL130,     , ,   ,    ,   ,LTAO,LT,P,A, , , , ;
STAR:020,5,RASV1N,ALL,SONSU,LT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,RASV1N,ALL,EMPAV,LT,P,C,EE  ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL110,     ,-,250,    ,   , , , , , , , , ;
STAR:010,5,RASV1P,RW22R,RASVA,LT,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL255,FL130,     , ,   ,    ,   ,LTAO,LT,P,A, , , , ;
STAR:020,5,RASV1P,RW22R,SONSU,LT,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,RASV1P,RW22R,BEKVO,LT,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,10000,     ,-,250,    ,   , , , , , , , , ;
STAR:010,5,SONS1N,ALL,SONSU,LT,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL255,FL130,     , ,   ,    ,   ,LTAO,LT,P,A, , , , ;
STAR:020,5,SONS1N,ALL,EMPAV,LT,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL110,     ,-,250,    ,   , , , , , , , , ;
STAR:010,5,SONS1P,RW22R,SONSU,LT,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   ,LTAO,LT,P,A, , , , ;
STAR:020,5,SONS1P,RW22R,BEKVO,LT,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,10000,     ,-,250,    ,   , , , , , , , , ;
APPCH:010,A,R22R,BEKVO,BEKVO,LT,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL120,10000,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:020,A,R22R,BEKVO,INRAL,LT,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R22R,ROLMU,ROLMU,LT,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,B,FL120,10000,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:020,A,R22R,ROLMU,AO221,LT,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R22R,ROLMU,INRAL,LT,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R22R, ,INRAL,LT,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R22R, ,ELRED,LT,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2220,0060,+,05200,     ,     , ,   ,    ,   ,RW22R,LT,P,G, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R22R, ,RW22R,LT,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2220,0060, ,03065,     ,     , ,   ,-335,   , , , , , ,B,J,S;
APPCH:040,R,R22R, ,ROLMU,LT,P,C,EBMH,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:010,A,RNVA,EMPAV,EMPAV,LT,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL130,FL110,     ,-,250,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,EMPAV,ULPOK,LT,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVA, ,ULPOK,LT,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVA, ,ASDEX,LT,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0570,0080,+,05500,     ,     , ,   ,    ,   ,AO111,LT,P,C, ,B,J,C;
APPCH:030,R,RNVA, ,AO111,LT,P,C,EYCM, ,302,TF, , , , , ,      ,    ,    ,0700,0050, ,04100,     ,     , ,   , 000,   , , , , , ,B,J,C;
APPCH:040,R,RNVA, ,AO112,LT,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVA, ,AO113,LT,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     ,-,250,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVA, ,AO113,LT,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,0300,0050,+,10000,     ,     ,-,250,    ,   , , , , , ,B,J,C;
RWY:RW04L,     ,      ,03017, ,    , ,   ;N38204783,E038143851,0000;
RWY:RW04R,     ,      ,03021, ,    , ,   ;N38204494,E038144582,0000;
RWY:RW22L,     ,      ,03021, ,    , ,   ;N38213265,E038155170,0000;
RWY:RW22R,     ,      ,03017, ,    , ,   ;N38213881,E038154876,0000;
