APPCH:010,A,S13,YRT,YRT,CY,D, ,V  A,R,   ,PI, ,YRT,CY,D, ,      ,0000,0000,256T,0100,+,01400,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S13,YRT,FF13,CY,P,C,EE  , ,   ,CF, ,YRT,CY,D, ,      ,3010,0043,121T,0057,+,01400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S13, ,FF13,CY,P,C,E  F, ,   ,IF, ,YRT,CY,D, ,      ,3010,0043,    ,    ,+,01400,     ,18000, ,   ,    ,   ,YRT,CY,D, , ,0, ,S;
APPCH:030,S,S13, ,RW13,CY,P,G,G  M, ,   ,CF, ,YRT,CY,D, ,      ,2896,0003,121T,0040, ,00137,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S13, ,YRT,CY,D, ,VYM , ,   ,CF, ,YRT,CY,D, ,      ,0000,0000,121T,0003, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S13, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,121T,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S13, ,YRT,CY,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S13, ,YRT,CY,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,121T,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,0, ,S;
RWY:RW13 ,+0620,      ,00087, ,    , ,   ;N62485689,W092074291,0000;
RWY:RW31 ,+0340,      ,00096, ,    , ,   ;N62481988,W092060230,0000;
