SID:060,5,BERI2H,RW36,RA533,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BERI2H,RW36,RA534,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BERI2H,RW36,BERIL,EY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL210,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BERI4J,RW36,RA505,EV,P,C,EY  , ,   ,CF, ,RIA,EV,D, ,      ,3600,0022,3550,0013,+,01000,     ,05000,-,180,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,BERI4J,RW36,RA529,EV,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,BERI4J,RW36,RA530,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,BERI4J,RW36,RA531,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BERI4J,RW36,RA532,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BERI4J,RW36,RA533,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BERI4J,RW36,RA535,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BERI4J,RW36,RA534,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BERI4J,RW36,BERIL,EY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ERIV2F,RW18,RA400,EV,P,C,E   , ,   ,CF, ,RIA,EV,D, ,      ,1727,0043,1750,0034,+,01500,     ,05000,-,210,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,ERIV2F,RW18,RA401,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ERIV2F,RW18,RA402,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ERIV2F,RW18,RA420,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ERIV2F,RW18,RA422,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ERIV2F,RW18,ERIVA,EY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ERIV2H,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,05000, ,   ,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,ERIV2H,RW36,RA500,EV,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ERIV2H,RW36,RA520,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ERIV2H,RW36,RA522,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ERIV2H,RW36,RA525,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ERIV2H,RW36,RA526,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ERIV2H,RW36,RA422,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ERIV2H,RW36,ERIVA,EY,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LAPS2F,RW18,RA400,EV,P,C,E   , ,   ,CF, ,RIA,EV,D, ,      ,1727,0043,1750,0034,+,01600,     ,05000,-,210,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,LAPS2F,RW18,RA430,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LAPS2F,RW18,RA440,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LAPS2F,RW18,RA443,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LAPS2F,RW18,RA444,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LAPS2F,RW18,LAPSA,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LAPS2H,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,05000, ,   ,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,LAPS2H,RW36,RA500,EV,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LAPS2H,RW36,RA551,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LAPS2H,RW36,RA552,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LAPS2H,RW36,RA543,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LAPS2H,RW36,LAPSA,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LAPS4J,RW36,RA505,EV,P,C,EY  , ,   ,CF, ,RIA,EV,D, ,      ,3600,0022,3550,0013,+,01000,     ,05000,-,180,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,LAPS4J,RW36,RA529,EV,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,LAPS4J,RW36,RA530,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,LAPS4J,RW36,RA531,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LAPS4J,RW36,RA540,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LAPS4J,RW36,RA542,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,LAPS4J,RW36,RA543,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,LAPS4J,RW36,LAPSA,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SAKT2F,RW18,RA400,EV,P,C,E   , ,   ,CF, ,RIA,EV,D, ,      ,1727,0043,1750,0034,+,01500,     ,05000,-,210,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,SAKT2F,RW18,RA401,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SAKT2F,RW18,RA402,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SAKT2F,RW18,SAKTA,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SAKT2H,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,05000, ,   ,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,SAKT2H,RW36,RA500,EV,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SAKT2H,RW36,RA520,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SAKT2H,RW36,RA522,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SAKT2H,RW36,RA523,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,SAKT2H,RW36,RA524,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,SAKT2H,RW36,SAKTA,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOKV2F,RW18,RA400,EV,P,C,E   , ,   ,CF, ,RIA,EV,D, ,      ,1727,0043,1750,0034,+,01500,     ,05000,-,210,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,SOKV2F,RW18,RA401,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SOKV2F,RW18,RA402,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SOKV2F,RW18,RA403,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SOKV2F,RW18,RA404,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,SOKV2F,RW18,RA405,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,SOKV2F,RW18,RA406,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,SOKV2F,RW18,SOKVA,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SOKV2H,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,05000, ,   ,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,SOKV2H,RW36,RA500,EV,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SOKV2H,RW36,RA501,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SOKV2H,RW36,RA502,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SOKV2H,RW36,RA406,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,SOKV2H,RW36,SOKVA,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TENS2F,RW18,RA400,EV,P,C,E   , ,   ,CF, ,RIA,EV,D, ,      ,1727,0043,1750,0034,+,01600,     ,05000,-,210,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,TENS2F,RW18,RA430,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TENS2F,RW18,RA440,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TENS2F,RW18,RA441,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TENS2F,RW18,RA442,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TENS2F,RW18,TENSI,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TENS2H,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,05000, ,   ,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,TENS2H,RW36,RA500,EV,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TENS2H,RW36,RA551,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TENS2H,RW36,RA552,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TENS2H,RW36,RA560,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TENS2H,RW36,RA541,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,TENS2H,RW36,TENSI,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TENS4J,RW36,RA505,EV,P,C,EY  , ,   ,CF, ,RIA,EV,D, ,      ,3600,0022,3550,0013,+,01000,     ,05000,-,180,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,TENS4J,RW36,RA529,EV,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,TENS4J,RW36,RA530,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,TENS4J,RW36,RA531,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TENS4J,RW36,RA540,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TENS4J,RW36,RA541,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,TENS4J,RW36,TENSI,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TUSA2F,RW18,RA400,EV,P,C,E   , ,   ,CF, ,RIA,EV,D, ,      ,1727,0043,1750,0034,+,01500,     ,05000,-,210,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,TUSA2F,RW18,RA401,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TUSA2F,RW18,RA402,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TUSA2F,RW18,RA421,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TUSA2F,RW18,TUSAS,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TUSA2H,RW36, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3550,    ,+,00600,     ,05000, ,   ,    ,   ,EVRA,EV,P,A, , , , ;
SID:020,5,TUSA2H,RW36,RA500,EV,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TUSA2H,RW36,RA520,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,TUSA2H,RW36,RA522,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,TUSA2H,RW36,RA525,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,TUSA2H,RW36,RA526,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,TUSA2H,RW36,RA527,EV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,TUSA2H,RW36,TUSAS,EV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
